Text,Sentiment
aap here is some news none of us have ever heard,1
nfx tight flag 10 minute,1
bac new od,-1
bac new ow of day 12.20 broken 12.18,-1
bac oups od is 12.16 now,-1
bac back run down to 11.75 area to consolidate sell off and profit take,-1
bac ot of big sellers on 2 new od again 12.12 expect a big sell of eod,-1
esf vivid bearish volume histogram divergence in xhb home sector to en phm,-1
bac its will be healty to consolidate few day around 11.75 before going to 13.00,-1
bac big boys are selling on 2 lot off big stake for sale,-1
bac all the banks are reversing now,-1
bac ook evel2 lot of selling occur from funds,-1
out .3 of vmw short more carrying remainder overnight also short full position fb and bid,-1
aap gs says higher div likely more value investors why no stock split instead,1
ed monthly triangle on csn updating,1
still holding those puts mcp,-1
swing trade quick pick the j m smucker co sjm,1
45000 did you check my update about csn,1
bby best buy founder schulze considers alternatives to buyout plan feb 13 at 8 profile hits none disclosure short bby,-1
ceg ooking to add to soon,1
znga looking to continue to add as well,1
pphm is going down like a ship,-1
yb holders cashing in after big run since november gs underwriting 25 million shares secondary,1
csco never mind crisco to call her ky for the longs 16 target,-1
nn uptrend still intact had resistance at 04 it will attack that again in the next days first gap to close is 05 then 08 tp 15,1
our 2013 solar outlook spw scty fs yge ts stp,1
calmustang thats why we own 0.05 puts doesnt get any cheaper than that on the risk side mcp,-1
omega advisors initiated a 3 million share stake in fb also sold his entire stake in apple aap,-1
take a look at how idcc jumped up quickly after touching the lower bollinger band happening again,1
amzn to no matter how i look at it i still cant figure out why its valued at 269.47,-1
market wrap video and additions to watch ist including ago as chk cva ga nfx gp to by my valentine,1
bac dont forget opex is friday 3 friday of month so we will see below 12.00 for opex in my opinion,-1
after hours most advanced skx awc io bt tho nfx angi edmc jcom bco vck z sgen eqix mbfi,1
invn cee to started its red bar down shorting more and cee hasnt made it move yet to patience,-1
youre wrong i was long bac till yesterday i think you are falling in love with stock instead of making,-1
bk buys hnz is hsy next warren must like chocolate bars with a coke ko,1
an rally on ms upgrade might be enough to keep us long price needs to reclaim 10 week,1
compq spx aap c csco gm to wall street futures in red before jobs data,-1
side note nelson peltz trian actually designed the new hnz ketchup packets wendys is one peltzs fav investment,1
bac euro zone gdp plunge stokes rate cut expectations,-1
de looking for a bounce,1
fio hedge funds are buying these 4 oversold highly shorted stocks with troubling sales trends ong,1
the last two times i saw warren buffett he told me to catch p i just thought i was slow ahhhhh hnz,1
coh 52 w low,-1
eal estate on fire this morning wit gy and z z only up 4 since the open,1
affy oversold etter is precaution not a death sentence,1
htz great relative strength today in red tape this wants 19,1
synt full year 2012 revs positive 13 percent eps positive 51 percent vs 2011,1
eap being sat on at 6.58 by large sell blocks to maybe some people need out of shorts,1
affy unbelievable round trip,1
swi still acting sluggishly but not invalidating yet hanging in,1
swy to long late night checkout line was funny last night to all men with last minute valentines flowers cards and candy did you get yours,1
mcp so much for my 7 puts at least i have common stock sc here we come,1
gmc upside volume low but confirmed strong support beneath,1
ocn closing off its highs recently but volume remains on upside no damage done yet,1
news on ns,-1
ns aggressive put buying in feb options,-1
gs continues higher to a great ex of buying right and sitting tight allowing your winners to run,1
ns breaks below the triangle,-1
the harbor to valueplays valueplays hhc xom fb m dds ggp,1
me too but nfx has been kicking my a,-1
nfx daily had the buy its in extreme overbought so up should slow down but orange eh is power,1
swks ong setup triggered,1
swks ong setup triggered,1
sfy to now thats a pretty short stroke forming,1
sfy to now thats a pretty short stroke forming,1
invn is a tough one to figure out and trade short term im in long term so i brush off the intraday volatility,1
ed weekly triangle on ampe updating,1
nice jva super ed,1
sold partial skx it is in a bear market you make most of your money you just dont know it then aising,1
aap weak no volume,-1
acx fidelity now owns 2.981 percent xv bbh,1
wfm fibs say here or 81.67,1
bac altho volume during formation not ideal still a saucer nonetheless and possible c n h trend clear,1
ct declining 22 percent after a dividend cut of 26 percent,-1
hnz do you guys think it will fill the gap,-1
vxy ivan buy spw after a minor pullback 14.70 target,1
aap 65 minute s bear flags,-1
sev needs a little bump to get it moving up again,1
cst 150 percent avg daily volume ooks good for higher next resistance is gapfill,1
ovti eclipsed yesterdays highs 16.50 initial tgt,1
ha from morning follow up to best new mover from watch list today with volume of 145 percent ave full day,1
esf hedges rotating into junk stocks like solars and squeezing them fs spw to sign of end of qe inflation ally,-1
halliburton having a monster day the evil empire wins again ha,1
w looking nice,1
adm 50 moving average crossing above 200 moving average,1
an ooks like that pullback entry worked now lets see the action,1
spw seeing a bearish divergence forming on watch for a flush to short,-1
vvs at the highs,1
solar stocks are ripping spw up 20 percent and fs up 7 percent and trending,1
call volume has tempted me in onnn,1
gpn is breaking out tiger global aised stake in groupon from 1.3 million shares to 65 million shares,1
an technicals turning positive si rising macd crossover cleared 50 expontential moving average,1
spw short 12.33,-1
hf entry 18.34 stop 17.55,1
pphm going down to 0.69 ouch,-1
gpn indeed has broken out of 9 mo base with min next upside target of 6. if hurdled and sustained 6. with 7.50 med term outlier,1
bac sell off of the day begin,-1
2013 ooks bright for s new vehicle sales to blog posts by tom ibby polk f gm tm hmc,1
i agree its accumulation but on shot term im bearish and on long term im bullish on bac,-1
gevo still holding for breakout,1
spw covered 12.12 not trusting it for a swing will watch for another short tomorrow,-1
agree hedge funds sold aap in fourth quarter well see if it was a smart move or they dumped the stock in a panic i say the latter,1
pphm 3 million shares stuck in a squeeze disinfo agents already appearing,1
vhc looks ready to go really tight range last few days,1
wow wfm bearish past 86.72,-1
tsa this is why electic cars will go mainstream soon,1
nvda rebounded strongly today on pretty heavy volume and might be on the way up again,1
gevo the volume is still large so it could potentially break out again at any moment,1
check out cnn reporters finishing up successful tsa drive from dc to boston prob have cameras in car,1
selling ice short check out my video analysis,-1
wt bullish signal initial confirmation pushing above the 200 day average for the 1 time since july of 2011,1
es tf ym spy iwm dia hurricane fags are p another warning lite,-1
told you on spw i still target 16 and higher,1
ads breakout,1
hnz another american institution sold to foreign interests as sa is gutted buffett has 0 management power over 3 g,-1
gd sv nem abx ay to the price of gold plunges to six month low,-1
compq spx ind aig kft aep futures traded in red with an eye on the g 20,-1
t ddd and ssys working on left side of new bases wait patiently for them to form and better price action as entry is everything,1
hot stock today to qik opxa mako daa,1
market wrap video and additions to watch ist including aeg cam dmnd dc ft sfy zot,1
gd sv nem abx ay p dzz to the price of gold plunges to six month low,-1
premarket most advanced qik gtat iep meko wtsa qgen tibx atm znga jb,1
today could be the beginning for a msft run no pos,1
going to full position in m,1
m currently above resistance this morning,1
54 short ideas to prepare for the next correction bid sv gd fxe pb wtw fcx cf mnst starting to tighten,-1
gevo good breakout on high volume possibly a nice long trade for a 30 to 40 cents profit,1
swy to added to long,1
anad long 2.61 flag breakout,1
nti buying 8.80 to 8.83 bying moe 8.87 to 8.90 magic 9 test,1
atvi short with a tight stop,-1
shw keep eye on this one to poised to breakout to new highs,1
pcyc strong winning trade since wednesday up 10 since holding,1
equities esearch morning post at my home page ssys ddd,-1
shd to coiling snake,1
i was early but right on thanks for lookin out ssys,-1
i want to frame this post u sent me you may have been only one to read it laugh ssys,-1
tip to p fill the gap,1
exas nice pattern maybe trying to break out of this handle or wedge,1
goog stopped out of half,1
fs alert update i suggest selling at least half again booking profits over 36 percent thanks again fs,1
ddd to breaks 50 day stops at 50,-1
ssys 65 or 60 pick your winner,-1
it really wants it zgnx cmon 1.60 and pint,1
bac 11.95 could be the pin today,-1
znga 3.22 better be holding,1
why is bac falling montlu opex and pullback of overall market,-1
iphi that would be called a spike laugh in at .49,1
n found buyers near its rising 50 displaced moving average and it is looking to resume its uptrend,1
i was out today so missed it but cay from watch list did well on volume of 197 percent of ave full day,1
gme big volume coming in,1
ft another watch list added yesterday that triggered today has volume of 55 percent of full day average,1
qco made like 3 points scalping this today,1
bac accidentally bought the dip now close r eyes till end of march or buy more on eod should close 11.95 12.00 opex,-1
nice share amzn intraday short explaination,-1
swy pretty lame selling swy because wmt sold horse meat in europe th spy,1
sbx breaking down from ascending channel 54.57 gap close,-1
qco questcor ises on nusually high volume qco,1
aap note positive 4 on 30 min opening range this morning short still moving lower,-1
sbx gap close that was fast,-1
wmt wal mart on report of slow february sales often see internal communications that are not entirely accurate negative 28 percent at this time,-1
dis staying pretty strong on the board through that market dump,1
apo good volume bounce entry 22.19 stop 20.50,1
dv pulling back to breakout point needs to hold the 2 area strong bullish trend still intact,1
what no how is this possible payroll taxes eating wmt lunch,-1
i have a feeling the last 10 minutes of todays close are going to be interesting for nx,1
vxy short again to gs just downgraded volatility into june,-1
hf to looks like icahn will be losing 100 times of his schmuck insurance that he waged war with ackman or his total nfx profit so far,-1
canadian mty ca much better choice than cmg,1
wmt scared over an e mail ha in on this for the bounce back,1
ed daily triangle on sonc open ong at 10.99,1
cf the head and shoulder still thinks its right,-1
qco 5 stocks ising on nusual volume,1
sgy broke down its 50 expontential moving average and trendline support on increased volume and selling pressure,-1
ddd to still an 11 percent gain for year but shedding profits look for a base to build could be months,1
mitk to been waiting for pullback since 4.00 not happening now looks to go thru 5.00 great company,1
mitk perfect example of cup and handle breakout from 4 to 5 evc has this pattern now,1
cwst long 4.67 ascending triangle 4.65 touched several times4.66 high 200 simple moving average 4.80 h to magnet,1
biof looking very strong i would like to see a pullback to re enter,1
zoom long .76 looking for continuation and momo,1
bcd price is holding above recent breakout area technicals look good,1
keep an eye on this bull flag on vz over 45 would be buy trigger,1
google will open its own stores by the end of 2013 goog,1
ltra ever dry will boost tek in the next few months,1
dvax buzz around this stock now to will be in play tuesday with news limited downside big upside,1
aap to series of lower highs ooks like it wants to retest the recent lows,-1
ea if price doesnt hold above 9 simple moving average then 16.71 is the next support,1
ffiv to worked off overbought levels quickly after testing the top side of this long term base gap fill at 99.05 ascending triangle,1
v to tested the 50 expontential moving average and working out of this bull flag expecting a test of recent highs,1
pip breakout at 1.48 and then again at 1.70,1
sanw read thru eps and cc nothing fancy just steady execution of a plan the best is yet to come some patience required,1
sanw to get a management team like this for such a small operation is unusual grewal is building a monster in a smart manner,1
sanw btw i am not a buyer here i already own a lot i will add on pullback i think there is a point in the future where this rockets,1
mtg major resistance at 2.80 which is fib level and 20 day ma if you are long good luck,-1
dvax tempted to increase position on tue,1
shorts tues most i stalk have 1 to 4 days inside base or bounce after red kicker acco bt dmd ey gmx go hao npsp oeh ozm teo,-1
ebay nice consolidation since break out after earnings waiting for break out above 57.27,1
hpq nvda qcom umored hp tablet could use tegra 4 chip and android as its os,1
swy bought long term calls,1
aap broke 10 and 20 day mas on friday acts dreky support levels seem to be in 10 chunks to 430,-1
cjes c and j energy ook for the pward trend to continue,1
spw interesting analysis and speculation of share price,1
ssys short and medium term trend is down next major support is at 64.72 its 200 day ema,-1
nkd target 150 to 12 points to be made on downside start short scaling here,-1
petm to ooks weak next support level is 63.40,-1
i dont like the technicals on omx but the fundamentals look like they could turn around with a few good quarters,-1
nx setting up beautifully and much is still short,1
arge percent owners on morningstar rival 1990 mania csco ao etc aap range bound as funds diversify away with o growth jmho,-1
possible new shorts mcd xt ddd de ea ffiv qcom ta,-1
aa to chinas buy into aa joint venture trumps weak aluminum demand and pricing spx djia,1
aep over 45.20,1
wyn over 60.32,1
jnp fx ong getting in tom,1
goog this market leader is heading to next century mark 800 could see resistance,1
gd sv abx nem fcx to distrusts soros sells gold and much of their holdings,-1
abt to abbott breaking out yday cup with tea and crumpets handle jan,1
fdx no position to watch list on this flag,1
holding horz support bb squeeze rising volume watching to clear 200 sma 68.33,1
infi from watch list gapped to over line today on volume so far of 16 percent full day average,1
coh worse and worse,-1
bac ong if beats 12.15 stop loss 12.01,1
ct nice move this morning gap filling in action,1
spw 1 1.382 14.62 .50 15.24 618 15.86 poss daily gartley moves,1
goog crosses above 800 wow,1
gs continues to make new highs,1
china shanghai composite breaks key supprt fxi bid ntes sina soh yok yzc xme joy cat x,1
qik holding below 26.50 makes sense on the short side,-1
gae xi pharmaceuticals xii announces pcoming presentations,1
nfx has that i wanna be a 200 stock feel,1
people are way too damn happy about nfx i wouldnt touch it with a 10 foot stick right now needs a serious pullback,-1
goog sold .5 of long position,1
gae something going on long 1.84 to 1.85 1.86,1
bac stop loss in 12.09 after beating 12.20,1
aap in time will retest low 435 area holding short,-1
so if aap and wmt crack it wont bode will for the xt,-1
mge buying long 2.68 2.69,1
fns long a bit,1
amd chooo choo pop to bankruptcy,-1
wfm watch 87.11 if breached get out of the way,-1
gis stop loss in 45.04 after beating 45.27,1
akam on the radar as a potential short vs 39.30,-1
akam on the radar as a potential short vs 39.30,-1
gae 1.90 now may buy more 1.93 gut shot to 2.00,1
in on ev since 14.95 it has had a huge run and isnt really showing signs of stopping yet dont want to be greedy thoughts,1
the first target for nem below 43 is 40 but there is room for a bigger move to 28 for this value trap as long as it holds below 43,-1
whoopsie costco ceo we shouldnt have sed tiffany to describe ings excsive cost tif,1
eat lod,-1
gs with fibs and next res points at 160.69 and 166.06,1
nis over 30 simple moving average and 50 simple moving average now ets go ong,1
short fcx needs to retest 30 level,-1
gae 1.95 now 2 is a lock in now,1
after the failed breakout last week jazz is setting up again eports feb 26 amc,1
bcd holding up well bollingerband break obv confirms si confirms adx tryin to reflect uptrend,1
i agree goog is severly overbought in this overinflated market expect a short position from me soon,-1
aap expect to break upside triggers einhorn and shareholder meeting and iwatch and good base around 450 area,1
good news aap rated brand call your broker and have them raise its value,1
egional banks have the best trade setups out there bac fme mtb npbc,1
spw ooking for 50 percent retracement of move from 8 to todays high 13.66,-1
spw i love these bankrupt solar companies on momo pumps fs ts csiq,-1
acx todays p reads very positive would like to see the stock back at highs by month end more results coming xv bbh,1
wt time to break out of the inverse head and shoulders target 50,1
che home healthcare svs at new all time highs on heave volume,1
goog stop loss in 803.79 after beating 805.00,1
bac will go to 12 in my opinion,-1
goog stop loss in 804.41 after beating 805.50,1
just picked up a couple 13 moving average points on odp good idea ol,-1
bac volume fall on eod possibly small sell off,-1
bac out of my short for should go around 12.00 to consolidate,-1
qco is this running up into the close wonder if that is a positive indicator i still have not bought enough please come down a little,1
ed weekly triangle on sonc scaling p,1
qco new hod nice to holding overnight to 34,1
ed weekly triangle on dvax open ong at 2.95,1
two straight dojis for cm at 175 a big level,-1
tsco nice setup here maybe sideways a few more days then a close above 105 to seal the deal,1
gae closed right on the money at 2.00 should see 2.20 tomorrow,1
so what that mean for dvax,1
ed monthly triangle on csn scaling p,1
of osv fundamentally it is extremely cheap by being priced for zero growth coming from someone who doesnt like aap and products,1
adm daniels midland,1
ed weekly triangle on fnfg scaling p,1
sma nice,1
obin gb boing,1
en fuego fmx eww ko,1
gevo uptrending from double bottom 50 dma crossing 200 dma asc t equals 20 dma stop under 2.25,1
market notes video todays news buys included infi nts bmn anad sgi dc aep,1
znga looks good long here w a stop 3.09. still long some but mostly sold not adding,1
trade idea buy ggs 4.60 target 5.47 cut below 4.20,1
nov national oilwell varco excellent opportunity to invest in ndervalued company,1
afterhours most advanced ntsp mbs sina mdx ope sta ctt aia beav dmd zb pi gdot awi,1
goog i only use google heck i use google for everything i dont own the stock but i am still bullish on it,1
i believe there is a sort of manipulation going on with the xt when you compare the price moves against the underlying holdings like wmt,-1
for the past 10 years has booked an avg return 6.6 percent from jan to mar option expiration posting positive returns for 8 of past 10 years,1
for the past 10 years has posted a best return 21 percent worst return negative 8 percent during the jan to mar option expiration time frame,1
for the past 10 years vfc has booked an avg return 7.3 percent from jan to mar option expiration posting positive returns years 100 percent,1
both gi and have increased in price for 8 of the past 10 years in the jan to mar option expiration time frame,1
vfc has increased in price for 10 of the past 10 years 100 percent of the time from jan to mar option expiration,1
the dip last week to 15.55 might have been an amazing opportunity for investors to buy ovti,1
msft closed above its 200 expontential moving average short term uptrend is intact and signals further bullishness,1
gd abx nem dzz ay deutsche bank today is an important day for investors in gold,-1
odp and omx two failing companies joining to fail as one,-1
qco screener over 500 thousand volume over 2 percent divy peg under 1 positive inst trans 25 percent growth q and q short interest over 20 percent theres only one qco,1
ife is good,-1
ebay is on the radar for a move out of this new range above 52.26,1
pre market osers hn gmn bhp bb soda gd io ago a gdx,-1
neog has positive fundamental trends and a push through 48 of a cup and handle pside mid 50,1
spw pauses scty continues its run up 20 percent in 1 month,1
short cat,-1
odp its on,1
isg this technology is still in its infancy the demand is there hospitals and surgeons want it will only get better over time imo,1
gae 2.11 selling from daytrade and swing trades played from 1.85 to break 2.00 it sure did thanks gae,1
vxy zbf reversal distributing cash to banks gs jpm ms bac,-1
fund trxfr will be good to go by tomorrow to will be joining dvax bulls by adding more calls,1
nsph our software initiated a purchase at 2. we are looking for a quick 7 to 8 percent on this,1
aap apple vix up today,1
cm 30 min o to ema just below short thx to no position yet,-1
jva moving up nicely,1
hum below 72.6 was strong can get all the way back to 71 and 70,-1
green daily triangle on mh open sell short at 3.93,-1
gmx penny again soon,-1
mon how quickly investors forget the massive beat in earnings reported in jan and the big uptick in 2013 guidance short minded spy xb,1
aon eaches new 52 week high ong if beats 59.13 stop loss 58.79,1
swi still down small but put in context this still looks good,1
spy triggered at 0 am sorry got tied up with aap,-1
ocn down small from entry low volume decline into support,1
bac ally will resume after fed minutes digested in my opinion,1
goog notice volume still coming in on up days looks solid,1
ctgx more like u and c than a winner but nice recovery uptrend intact,1
htz reasonably tight consolidation so far of last weeks advance,1
aee who says utilities are boring,1
bac based on tech analysis we have reach bottom for today so it should rise up for the rest of the day minus reaction for fed minutes,1
en take your profits and run nice run up but its over wal mart sales down so whos got money for a new house se,-1
aon stop oss in 58.96 after beating 59.30,1
ast week was interesting because tiny amount of good news and huge pop on aap everybody wants it when it takes off,1
wen ho hum lots of love today ca,1
ed weekly triangle on fnfg net profit 21240.00 2.71 percent,-1
vxy pomos flowing from zbf to gs jpm ms bac to free cash to squeeze derivatives to pop markets to 1546 esf target,-1
vxy buy spw 15.75 target near term solars new squeeze zone vxy to 0,-1
valentine and winthorpe are gonna pick up some dvax starting tomorrow,1
green weekly triangle on fnfg open sell short at 8.22,-1
green weekly triangle on fnfg open sell short at 8.22,-1
green weekly triangle on fnfg open sell short at 8.22,-1
dnkn i love dunkin donuts right here,1
nvda not working so far still holding though,1
goog glass is coool,1
wen in 5.65,1
gs conviction buy stocks with the most pside aap,1
glade im fully hedged and then some with mcp 7 puts for this friday i think ill just settle and be done with this trade,-1
aap 5 min with o overlaid,-1
reporting that nvda tegra 4 i should have a solid gp and that the integrated modem should be perform well by launch great,1
but thinks the name t4 i is a red flag not sure how thatd impact value proposition given source sounds net bullish nvda,1
spw almost time for my daily short,-1
bot ec at 2.65,1
given general negative bias when it comes to nvda one has to read between the lines with,1
ec looks poised to breakout these next few days as attention appears to be returning to the sector,1
bac small did on fomc minutes now we will resume to close green imo,1
aap 15 min to im in otus position trying to emulate user,-1
ec breakout imminent,1
to cm thx for the party invite along for the ride,-1
phi our software auto sold this one so we are cutting our losses on this one at negative 5 percent on the trade,-1
eading stocks continue to breakdown even though major indexes one day off multi year highs to exp soda kos y kbh ad oas fb,-1
odp has dropped below 4 on high volume,-1
ed daily triangle on heo updating ong and short position,1
aap and cm to if youre following the strategy you should take some profits b4 close,-1
trouble for homebuilders in recent data xhb to phm dhi,-1
cox short looking good but well see after the bell,-1
i wonder what metric elon musk will try to get analysts to focus on as it matures and grows as a public company tsla,1
cs to you can say whatever you like about the 6 million o but thats a 9 million o long head n shldrs folks on 1 year,-1
damn near impossible to get me cs for anything but a scalp long side til we see 21.50 at least 18 possible,-1
wmt expect that miss from late last week to materialize tomorrow morning ong 67.50 puts,-1
meanwhile our 9 moving average s are decaying swhc,1
pay barrons blog verifone plunges 25 percent warns fyq1 second quarter to miss by a mile to disclosure short pay,-1
aap short setup a catalyst could counter whoa remember aap catalysts but 425 tgt 435 resis,-1
wmt dj wal mart de mexico fourth quarter earnings slightly below expectations,-1
wmt added some more calls today might be good gapped down before earnings the last 2 times then rose over the next two weeks,1
so glad i sold pay around 31 i was tempted to buy back in now wont touch it till all dusts settle its in normans land,-1
aap 65 million ims bear flags at work i watch the volume to confirm those,-1
video ice short part ii,-1
thats all folks cf natural and shoulders says much lower beep,-1
spy es define risk always keep sizes proportionate risk only what u can afford to lose,-1
jack gb bk burger stocks are on fire wen needs to catch up declining employment means rising burger index,1
nvda zte to ship some of the first tegra 4 phones by mid 2013,1
the should launch an into this company eleased inaccurate information on ddd they only short sell to profit,1
pay verifone price target lowered to 15 from 27 at deutsche bank 1 of 4 massive downgrades to disclosure short pay,-1
wmt im still short,-1
wmt how can you not look at these numbers and not see business slowing,-1
hsni has missed the expectations fourth quarter 2012 eps diluted is 1 vs 1.04 consensus vs 1.06 whisper,-1
wmt if i had enough cash on hand id be shorting this right about now,-1
ibm to double investment in mobile analysis of ibm and broader mobile movement,1
psti in a consolidation mode close to triangle breakout and bollinger bands volatility squeeze,1
yesterdays earnings from cnk suggest a 25 handle before 30,-1
cat gap fill area approaching will be filled in next few days,-1
estimates to move lower for safm after eps and a trend line break likely today with support at 47,-1
wmt boom feb sales started slower than planned due to delay in income tax refunds bill simon ceo wmt s,-1
gdx gcf gd ngt squeeze jpm and the comex shorts to been getting away with murder tx,1
ibm trading below the box also50 expontential moving average if the bottom of the box resistance holds further downside,-1
ec looks like another day of heavy volume and accumulation could get interesting,1
ed daily triangle on heo cover short position net profit 76560.00 7.46 percent,1
aap 30 min to have to walk away all out,1
call me crazy but i am buying aap here 0 o,1
i also bought bac and vod i am catching knives here,1
fio no onger a high flier but is the ong term story intact,1
cbmx long 4.90 to 4.95 play thru 5.00 again,1
cbmx long 4.90 to 4.95 play thru 5.00 again to selling half 5.20 raise stop on rest,1
ea nice move long,1
swhc added more march 9 and 10 here im done,1
dvax buyem,1
wmt opening range 30 min jpm comments negative no position,-1
f foot ocker increases quarterly dividend 11 percent to 0.20 per share ong if beats 34.86 stop loss 34.64,1
bac when she loses the 50 day the whole market goes imo,-1
is it just me or does that look like a double top on hd,-1
athx macd cross down,-1
cs to to those that doubted me today is youre official break and trigger of head and shoulders pattern to lower prices coming up,-1
dvax valentine and winthorpe buying more here,1
ed weekly triangle on sd updating,1
aap 200 could buy it with his v with 137 cash in the bank give me some of her kool aide,1
fos short working great up 4 since posting yesterday,-1
swy option bears buy puts betting 500 thousand on over 10 percent down move,-1
fos took 40 percent of short off here,-1
green monthly triangle on isis scaling down,-1
cbmx that is unbelievable but i am happy with my sell i am not good at calling the exact top,1
out of fos short for now as it tests its 50 displaced moving average awesome trade up 4 2 days,-1
qco is one of my favorite value stocks zero debt great margins low pe ratio and peg and soaring income i am long,1
green weekly and monthly triangle on hban updating,-1
pk watching for a decent spot to get in,1
ec big picture bullish break out of a symmetrical triangle confirmed on expanding volume buying dips,1
bac thank you to the greedy guy who bought my shares 11.99 yesterday when it hit my stop im sure theyre now an investor,-1
ed weekly triangle on sho updating,1
bac breaking down spy is next,-1
faz about to explode get eady bac just broke under the 50 day,-1
mbs nice action above the breakout,1
just in case u havent watching jcp closely look for the volume spike,1
ed weekly triangle on dvax scaling p,1
v just look at visa what a champ textbook bounce at support and now outperforming again,1
mhk i meant to say td buy setup nderway,-1
gmc another one thats holding up well in this selloff,1
green weekly triangle on fnfg scaling down,-1
odp is hanging on for dear life,-1
kkd let put in a cup and handle before earnings,1
igreed aap einhorn should hold weekly conferences would help this stock looks like he helped the whole mkt it work nsdq is p,1
aap tips for tc the other tim did it tmi raises div buys back stock,1
bac 11.52 small resistance,1
hpq option guest on bloomberg tv just said buy march 18 calls too but also hedge by selling feb 17.50 calls other guests t,-1
our software stopped us out of nsph today for a 5 percent loss on the trade still hanging on tight with ha,-1
pcyc volume is everything posted video with sound,1
green weekly triangle on cytx net profit 31761.00 11.09 percent,1
hpq bought a few march 19 lotto calls before the close just in case,1
ops misstype better to buyback bac 12.62 to 65 on high volume imo,1
ties into s theme goog and warby parker,1
bac whats the play short term will depend on economic data and stresstest ong term greater than greater than 13 to 14.00,1
wen need to take out 5.60 for next leg up adx macd ve,1
aap we can have the itoilet for all i care just get the stock back to 480,1
mcd bear flag on daily needs to hold below 94 to 93,-1
trade idea buy goog 795 target 980 cut below 740,1
xco is a gift no matter how its looked at oversold undervalued imo prices of ng correlated with possible correction vxx,1
ddd ssys xone and nice entry to dip toe into cimt 9 beat the street in everyway much potential ngt fcx co nice entry imo vxx,1
amzn holding above the 50 displaced moving average in a diamond pattern ooks good for higher prices imo,1
bac feds bullard fed policy to stay easy for ong time,1
by of the day pay market over react yesterday with a 5.2 forward pe ratio its just a gift,1
pre market winners hpq apo aig cog etfc fas gdi edc ts cog aig onxx tna db,1
pre market osers nfx ax anf vxx isg o jwn,-1
shorts wg stk snss npsp mm ndc hao,-1
znga was approved for nevada gambling license which will help drive revenue,1
aap after yesterdays prediction of i was thinking maybe a split or finally they will double the dividend,1
looking for jcp to finish ystdys move into 22.50,1
why is bac struggling to get up and moving today imo we fill the gap and go p after,1
jcp the next bby imm gmc nfx action would certainly indicate such,1
green weekly and monthly triangle on isis net profit 75852.90 4.93 percent,1
dvax rocket time hold on long 2.99,1
adding to short on wynn,-1
green weekly and monthly triangle on isis net profit 75852.90 4.93 percent,1
save again edges up our analysis and a look at budget carriers yaay,1
ed daily triangle on depo open ong and short at 6.66,-1
pay is on the run short covering in action now waiting for small down to enter im always late,1
pk still in swing shares still at least 17 million ion shares feeling pain and still short,1
goog reminds me so much of aap in sept bouncing around the all time high no new products on the horizon time to sell buy back later,-1
sfy to attempting a short stroke breakout or forming a 3 week tight pattern study,1
ed daily triangle on cytx open ong and short at 3.38,1
md a steady gainer since mid january one of our alternative bakken picks north dakota piece here cp iet,1
goog is now doomed is calling it coo se se se,-1
bulls are trying to keep this market in the green but you can tell its a struggle nasdaq now up just 8 points aap fading,-1
wbmd trade for move thru 20.00 long scaling here 19.75 to 19.80,1
cf the trend is over time to step aside and wait for the next one,-1
eon in 2.78 stop 2.74,1
nfx failure today 182.50 to 183 doesnt bode well for next week top of my list to short mon with close below 180,-1
green daily triangle on mnk net profit 9587.50 5.32 percent,1
watching gs closely on todays trend line has been leading spy up and down,-1
ed daily triangle on heo updating,1
out of an wbmd and box i like box as having the best chance of a continued run up tomorrow,1
aap over 451 could start an ankle grabbing session 0 o,1
v and ma fyi when they tagged the 50 days s yesterday they also touched off multi year trendlines good a spot as any to be long holding,1
obligatory monthly post of mas 2010 uptrend february 2013 update still going,1
v price sitting just above 2011 trendline as we speak,1
i follow up closely my scaling plan and i am in every level without any dough csn,1
im heavily betting into syx for mondays earnings,1
this is so bullish for znga online gambling legalize in nev,1
ec pulling back to its rising 50 simple moving average on low volume golden cross on daily should react here,1
aap 450 is going to be hard with all the open interest for this week exp,1
goog is rolling over and aap is rolling up rotation time always bothered that goog does 10 times less volume fast exit,-1
ev buying on this pullback of this strong stock entry 39.74 stop 38.02,1
goog no traction no volume 3 day lower last option day of the month flush,-1
glass potential to make everyone a spy or a creep goog appeals to hipsters and pervs and if voice cmd is as bad as siri oh no,-1
nfx doesnt anyone else find it delightfully amusing their hit series is titled house of cards,-1
emember when microsoft was one of the worlds most valuable companies and the govt conspired to take them down apple knows now too aap,-1
short wynn i still think weve seen at least a short term top,-1
ta nice move since shorting at 88.60 will carry overnight,-1
gpn groupon bear bets on over 20 percent down move by march 1 buying 5 thousand puts,-1
ip sneaky breakout seconds to go before close waited all day for this one,1
chk consistently pushing above the 20.00 mark and the 50 day now arching up nicely above the 200,1
some stocks at all time highs aon as tv wb weeeeee spx spy,1
ana and amn bounced off same double bottom to may see test back to 9.00 now on ana once into the 8.75 range,1
cbmx to history repeated another hge day to now look at bgmd and tek they have same exact pattern to cbmx float 1 million l to tek 2.4,1
dvax witnessed a record number of call and put contracts during the busy trading session,1
opk broke out from its sideways consolidation with a 5 percent rally and a close over resistance at 7,1
idcc breakout on either side on closing basis may give good direction 50 simple moving average acting as support,1
yhoo sitting just under highs it will interesting to see if it can break 21.5 next week,1
